[UID, JHJ0ekidS93_dk3145kIssW_Kj92rIesdDj]-
[TIME, 2015-04-29 16:12:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:29:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:30:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:31:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:32:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:58:64][010c, 315][010d, 246][0110, 56]-
